NotaCN,NotaCH,NotaLC,NotaMT,NotaRE,Sexo,EscolaPublica,Cor
557.1,532.6,584.4,532.7,660,M,S,Pr
411.7,519.8,533.3,549.5,320,F,S,B
610.3,598.6,589.9,598.7,820,F,S,B
480.1,476.8,530.3,595.5,760,F,S,Pr
601.9,590.8,583.8,644.4,740,M,N,Pr
385.4,456.4,479.7,442.7,480,F,S,B
345.1,400,454.1,416.1,440,M,S,B
388.3,543.4,528.2,579.8,580,M,N,B
446.1,588.7,603.7,562.3,820,F,S,B
489.4,538.3,529.1,408.4,560,F,S,Pr
422.8,509.6,538.9,516.6,560,F,S,Pr
562.9,588.6,594.2,651.7,720,F,S,B
654.9,687.8,646.7,821,840,M,N,B
420.6,390.6,381.3,480,540,F,S,A
435.9,538.8,519.7,456.9,540,F,S,B
573.7,593.6,593,622.9,800,F,N,B
538.3,582.2,570.5,669.1,920,M,S,B
547.3,629.7,587.8,689.1,760,M,N,B
548.8,583.2,561.1,606.4,640,M,S,Pr
557.8,556.5,588.5,736.7,840,M,N,B
571.2,540.8,556.2,545.7,640,F,S,Pr
448.4,508.3,496.5,443.9,660,F,S,Pr
571.9,540.5,541,578.5,960,M,S,B
466.5,565.1,604.9,672.3,800,M,S,B
526.5,524.5,574.5,549.5,600,M,S,Pr
472.7,474.3,417.7,468.8,520,M,S,Pr
434.5,465.7,410.2,462.3,200,M,S,B
416.1,496.6,492.6,446.7,520,F,S,Pr
459.2,506.3,500,551.2,520,F,S,A
482.9,547.4,583,642.9,560,M,S,B
473,558.9,574.7,482.6,640,F,S,A
436,540.3,503.7,533.2,720,M,S,Pr
629.4,545.8,587.4,601.4,760,M,S,B
623.1,649.4,611.6,762.3,940,F,N,B
443.2,447.3,483.1,617.2,460,F,S,Pr
575.9,592.8,591,480,820,F,S,B
708.5,617.9,603.8,821.7,860,M,S,B
567,541.6,569.2,491.5,580,M,S,Pr
541.6,543,538.8,577.4,620,F,S,Pr
448.1,555.4,573.4,529.9,580,M,S,Pr
487.4,573.2,546.3,689.5,860,M,N,Pr
588.5,634.6,610.5,682.4,960,F,N,B
588.9,662.8,627.1,752.1,920,F,N,Pr
499.5,500.8,490.8,437.6,260,M,S,Pr
473.7,412.5,392.4,501.5,280,M,S,Pr
536.5,582.9,586.7,487.9,820,F,N,Pa
507.1,493.4,424,461.5,340,M,S,Pr
377,363.7,423.5,466.4,240,F,S,Pr
511.3,523.5,532.6,602.5,480,F,S,B
450.1,483.6,496.2,613.4,860,F,S,A
496,550.1,568,557.8,620,F,S,B
396.3,422.3,468.5,416.9,680,M,S,Pa
593.8,576.2,575.1,689.3,680,M,S,B
390.1,442.7,516.1,363,380,M,S,Pa
518.3,625.5,637.7,657.1,940,M,S,Pa
410.7,573.2,524.5,458,500,F,S,B
487.9,412.6,551,431.2,540,M,S,Pr
544.2,560.1,537.6,615,420,M,S,Pr
425.4,399.7,403.3,392.6,400,F,S,Pr
426.3,424.7,467.4,443.5,520,M,S,Pa
368.5,491.1,522.2,417.8,580,F,S,Pa
532,545.4,522.9,571.8,600,F,S,Pr
426.8,501,522.5,500.9,520,F,S,B
516.2,529.6,524.8,637.8,620,M,N,Pr
466.8,486.2,542.3,454.3,680,F,S,Pr
421.6,483.2,527.3,579.8,620,M,S,Pr
421.4,541,560.6,464.2,560,M,S,B
366.2,404.4,534.7,419.2,580,M,S,Pr
448.8,364.6,503.9,456.9,400,F,S,Pr
404.1,374,474.4,395.4,520,F,S,Pr
367.8,448.5,481.4,379.2,480,F,S,B
590.6,606.3,582,604.9,680,M,S,B
613.9,610.6,641.6,716.6,780,M,N,B
519.7,588.3,558.6,500.8,560,F,S,B
534.5,565.1,547.3,395.2,520,M,N,B
541.5,588.6,619.4,743.6,840,F,S,B
444,458.6,404.6,462.8,480,F,S,Pr
448.7,357.3,421.9,378.4,500,F,N,Pr
631.6,690.6,630.7,702.3,900,M,S,B
449.8,487.8,515.3,517.2,600,F,S,Pr
498.2,484.8,527,455.3,680,M,S,Pa
573.3,533.4,587.3,665.8,560,M,S,B
608.8,651.2,604.2,810.8,880,F,N,B
356.9,469.2,476.1,444.2,320,F,S,Pr
553.1,578.6,541.6,636,620,F,S,Pa
372.2,365.5,402.2,383.5,440,F,S,Pr
498.7,420.8,537.7,644.1,620,M,S,Pr
503.8,479.4,521.2,630.5,320,M,S,A
581.4,465.4,480.1,518.7,540,M,S,B
381.5,499.2,539.8,404.7,540,M,S,A
387,580.2,523,484.7,640,F,S,Pr
526,555.3,512.3,472.6,520,M,S,Pr
476.1,463.5,473.3,475.7,400,F,S,Pr
496.5,516.4,516.8,655.1,560,F,S,B
605,593.3,615.8,706.1,680,M,S,B
474.8,459.4,420.3,496.7,660,F,S,Pr
392.4,552.6,532.2,379,500,M,S,Pr
482.7,561.9,519.9,585.9,620,M,S,Pr
478.7,461.7,509.9,416.8,560,F,S,Pr
430,437.5,366.1,409.6,520,F,S,Pr
407.4,534.2,553.7,463.9,520,F,S,B
501.8,470.8,453,491.9,520,F,S,Pr
554.6,561.1,528.1,704.1,640,M,S,B
488.3,449.6,449.6,470.4,600,M,S,Pr
434.5,497.9,500.8,510.7,560,F,S,Pr
439.6,492.2,524.4,485.3,440,M,S,Pr
511.6,548.8,515.2,431,600,M,S,Pr
514.3,586.9,593.2,591.5,900,F,S,Pa
451.1,527.1,521.8,604.7,600,M,S,B
603.5,565.9,548.3,597.1,560,F,S,B
478.1,494,532.9,441.6,800,F,S,B
576.9,566.2,561.8,653.6,600,M,S,B
568.9,581,572.6,553.8,500,M,S,B
483.7,535.7,576.7,649.2,360,F,S,Pr
404.2,465.2,457.8,468.3,400,F,S,Pr
506.1,548.1,505,495.3,640,F,S,B
552.4,543.8,514.4,460.3,380,F,S,Pr
470.8,570,586.3,550.1,880,F,N,B
589.3,629.4,649.1,690,780,F,S,Pr
392.8,402.7,404.8,364.8,500,F,N,Pa
432.3,450.3,473.9,550.9,400,M,S,B
514.4,494.6,532.9,386.9,800,F,S,Pa
445.5,462.3,602.3,695.2,660,F,S,Pr
407,463.2,494.7,474.9,540,F,S,Pr
364.3,537.4,553.5,544.8,600,F,S,B
454.1,426.8,459.7,439.7,420,F,S,Pr
423.5,424.8,490,389.6,660,M,S,Pr
461.2,531.6,514,466.3,500,F,S,Pr
397,512,507.8,375.2,580,F,S,Pr
428.6,489.7,495.6,430.8,440,F,S,Pr
493.2,585.1,532.7,617.8,720,M,N,B
558.1,573.1,610.2,638.1,740,F,S,B
363.6,375.9,395.9,409.9,260,F,S,Pr
451.1,447.7,490,514,680,M,S,B
441.7,551.4,504.9,468.9,580,F,S,B
600.5,627.8,600.1,649,920,F,S,Pr
381.4,404.7,513.4,450.5,480,F,S,Pr
467.7,588,555,435.4,500,F,S,Pr
361.4,527.3,430.7,450.8,500,F,S,Pr
621.2,632.3,608.9,716.1,860,F,S,B
463.8,462.7,478.5,561.2,560,M,S,Pa
384.5,516.8,488.1,501.4,460,F,S,B
372.6,572.5,521.4,533.4,760,F,S,B
583.4,631.2,569.2,702.6,740,M,N,B
371.7,509.9,516.2,435.6,520,F,S,B
502.6,583.8,551.2,564.7,700,M,S,B
364.9,412,398.2,449.5,460,F,S,A
597.8,552.4,523.1,677.9,600,M,N,B
465.6,519.4,521,459,600,F,S,Pa
515.8,529.1,479.4,520.1,520,F,S,B
535.4,553.1,549.8,617.8,640,M,S,B
385.6,496,535.4,489.2,680,F,S,B
589.7,543.7,564.9,682.1,840,F,N,A
451,513.2,425.4,421.5,500,M,S,B
598.8,650.1,620.9,713.9,920,F,S,Pr
417.3,343.2,450.7,495.7,440,M,S,Pr
556.4,594.2,553.7,662.3,540,M,S,Pr
428.3,424.4,549.4,607.3,640,M,N,Pr
393.4,377.5,454.8,435.8,320,F,S,Pr
513.3,497.1,523.4,512.5,620,M,S,B
574.9,593.1,579.3,575.3,620,F,S,B
457.5,519.5,486.3,472.6,840,F,S,B
435.4,494.4,443,531.8,280,F,S,Pa
490,531.5,505.4,567.9,640,F,S,B
459.3,461,488.6,453.5,440,F,S,Pr
401.8,409.4,420.8,549.2,380,M,S,A
446.2,524.6,458.2,410.3,620,F,S,B
403.1,501.8,524.7,642.8,820,F,S,Pr
528.1,593.4,577,562.7,660,F,N,Pr
398.1,484.6,487.7,390.1,520,F,S,Pr
502.8,493.1,502,402.2,600,M,S,Pr
461.2,481.1,535.1,631.8,580,M,S,Pr
362.7,359.3,351,421.6,240,F,S,Pr
440.6,555.9,551.9,468.9,580,F,S,B
342.4,512.5,489.7,381.3,440,F,S,A
522.2,477.1,472.1,526.5,660,F,N,Pr
367.8,374.2,418.5,456.4,680,F,S,A
380.8,426.5,450.2,399.1,300,F,S,Pr
512.2,571,463.5,649.3,780,M,N,B
583,618.2,640.9,697.1,600,F,N,Pr
427.7,433.4,504.6,431.7,520,F,S,Pr
778,722.8,736.2,891.1,880,F,N,B
619.4,649.7,623.4,809.5,840,M,N,B
387.6,449.8,487.4,418.6,580,F,S,A
537.2,540.9,577.3,509.9,560,F,S,B
567,590.7,605.5,711.2,780,M,N,A
462.4,506.1,547.5,552.2,580,M,S,Pr
586.2,525.2,594,544.7,640,F,S,B
386.4,413,503,513.5,400,F,S,Pr
466.2,447.8,518.9,371,700,F,S,B
461.8,441.9,510.8,489,640,F,S,B
449,497,481.9,468.1,540,F,S,Pr
506.1,422.3,511.8,495.2,500,M,S,Pa
415.9,464.6,462.8,412.4,260,F,S,Pr
563.8,567.5,569.8,705,680,F,N,B
475,568.8,536.7,472.5,680,F,S,Pr
585.4,638.8,578.5,540.4,940,F,S,B
477.3,537.2,511.5,448.7,580,F,S,B
583.7,613,580.5,731.1,800,F,N,B
647.6,690.7,623.3,763.2,920,F,N,B
623.6,639.9,647.6,620.2,900,F,S,B
344.3,431.2,461.2,501.1,560,F,S,B
538,630.6,616.9,508.9,840,M,S,Pr
489.3,514,549.9,424.8,520,M,S,Pr
360.3,462.1,569.1,530.2,600,F,S,Pr
660.6,671.9,639,788.8,780,F,N,B
532.7,537.9,552.7,530.9,600,F,S,Pr
407.8,482.9,508.7,561.4,720,F,S,B
433.7,558.2,551,496.4,640,M,S,B
372.9,534.3,497.6,516.3,580,F,S,B
532,419.3,547.2,445.3,400,F,N,Pa
454.4,465.9,480.3,404.6,360,M,S,B
471.7,512.6,460.9,398.6,760,F,S,B
560.4,538.1,550.3,666.5,660,F,S,B
588.2,581,578,640.3,840,F,S,Pa
611.9,608.7,572.1,769.8,900,F,N,B
412.6,384.9,455.6,470.2,300,M,S,Pa
561,561.4,551.8,481,620,F,N,B
546.8,592.5,604.8,732.6,680,M,S,Pr
381.2,523.3,507.5,538.2,560,M,S,Pr
407.2,389.3,453.3,403.9,260,F,S,Pr
472.6,529.8,488.7,471.7,780,F,N,B
338.3,399,403.1,524.9,280,F,S,B
397.9,429.3,450.9,514.4,580,M,S,B
516.6,583.8,506,573.2,560,M,S,Pr
372,467.4,479.3,486.1,520,F,S,B
474.2,576.2,574.7,576.2,600,F,S,Pr
399,498.1,552.6,437.8,560,F,S,B
478.1,539.7,582.3,632.9,760,M,N,Pr
597.9,646,606.2,526.2,940,M,N,B
473.5,534.6,527.4,399.2,720,F,S,B
410.5,415.7,517.6,545.2,440,M,S,B
461.2,539.3,549.2,445.4,540,F,S,Pr
546.7,620.2,548.8,588.9,760,M,N,B
402.9,484.7,459,469.1,540,F,S,B
488.9,560.3,583.3,468,720,F,S,Pr
564.8,581,592.8,687,880,M,N,Pr
388.7,465.1,461.9,397.3,620,F,S,Pr
405.4,492.4,497.3,542.4,400,F,S,B
614.5,631.8,605.5,736.8,880,F,S,B
467.7,461.9,528.5,444.8,600,M,S,Pr
429.4,514.1,479,433.2,680,M,S,Pr
439.9,475.6,395.1,385.9,580,M,S,Pa
503.8,563.6,536.7,571.8,780,F,N,Pr
565.8,531.8,544.9,556.5,540,F,S,Pr
557,613.3,611.9,750.1,760,M,N,B
374.7,520.5,489.5,432.4,580,F,S,A
360.1,536.4,507.2,548.9,420,M,S,Pr
515.3,475.5,438.6,471.5,460,M,S,Pr
622.8,627.6,592.8,697.4,900,M,N,B
371.1,433.8,355.4,401.3,620,F,S,Pr
556.3,525.6,532.2,572.1,560,M,S,B
418,481.8,371.9,397.4,500,M,S,Pr
442.1,390,412.3,392.7,420,M,S,Pr
502.3,408.5,463.8,462.7,900,F,S,Pr
483.1,506.5,572.4,545.6,560,M,S,Pr
585.7,562.3,592.3,462.8,680,M,S,B
523,493.7,515.8,386.8,540,F,S,B
437.7,517.1,487.7,494.1,580,M,S,B
404.8,572.5,596.4,634.3,820,F,S,Pa
571.3,623.5,572.5,689,840,F,S,Pr
400.8,559.9,561.6,519.4,520,F,S,Pr
516.5,556.9,567.2,629.1,720,M,S,Pr
554.8,487.9,574.1,525.5,640,M,S,Pa
355.5,485.3,477.9,452.2,560,F,S,Pr
405.5,472.3,506.3,483.3,580,M,S,Pr
555.9,520.7,612.7,391.8,740,F,N,Pr
618.8,625,577.1,652.9,880,F,N,Pr
409.4,481,529.2,381.8,540,M,S,Pr
400.2,526.4,460.6,557.7,640,M,S,Pa
408.7,553.8,524.9,481.1,600,M,S,Pr
441.4,324.9,479.1,370.2,680,F,S,B
388,503.5,502,450,560,M,S,Pr
533.4,571.1,592.8,722.1,760,M,S,B
582.1,597,576.1,656,760,M,S,B
514.3,564.9,573.9,657.1,760,F,N,B
553.5,535.9,583.9,685.3,860,F,N,B
534.9,577.2,580.3,653.9,920,M,N,B
500.7,521,582.4,449.6,720,F,S,Pr
381.9,459,486.1,410.2,600,F,S,Pr
463.2,375.2,482.2,489.8,520,F,S,B
416.7,447.2,525.9,397.4,260,F,S,Pr
416.5,511.1,517.9,558,560,M,S,Pr
509.9,618.2,606.3,650.5,860,F,S,B
416.8,473.8,410.8,387.8,620,M,S,Pr
439.5,462.5,514.1,491.3,600,M,S,Pr
335.3,346.8,488.1,449.7,340,M,S,B
422.1,473.6,403.2,447.4,560,M,S,B
377.5,536.3,578.8,498.8,580,F,S,B
399.2,470,525.4,469.9,520,F,S,Pr
490,557.1,523.9,533.6,560,F,S,B
383.5,374.4,416.3,396.5,300,F,S,B
494.3,629.8,594.6,714.4,880,F,N,B
463.9,414.2,532.1,489,480,F,S,Pr
377.1,475.7,463.7,514.1,480,F,S,Pr
533.6,586.6,526.9,700.9,660,F,S,Pa
570.6,621.8,577.1,612.1,860,F,N,Pr
416.7,506.3,557.5,516.7,560,F,S,B
531,593.3,588.4,722.9,680,M,S,Pr
471.4,427,444.4,474.4,540,M,S,Pr
340.8,447.3,485.9,420.5,220,F,S,Pr
550.4,564.2,602.2,737.9,760,M,S,B
591,632.1,576.3,672,960,M,S,B
378,424.7,453.5,367.5,400,M,S,Pr
416.6,386.2,445.6,435.4,280,M,S,B
649,645.8,622.4,822.8,920,F,S,Pr
379.8,472,459.7,455.4,280,M,S,B
421.1,404.1,499.9,420.3,560,M,S,B
405.3,451.9,486.6,608.9,580,M,S,Pr
385.5,458.2,378.5,399.3,480,F,S,B
515,575.9,591.3,504.8,760,F,S,B
402.1,326.9,406.5,504.7,540,M,S,A
471.5,571.3,631.6,483.3,760,F,S,Pr
569.9,524.3,509.1,485.7,480,F,S,Pr
417.3,334.1,467.6,388.7,600,F,S,Pr
380.5,401.2,432.9,398.8,480,M,S,Pr
515.7,526.9,598.3,575.6,640,F,N,B
473.2,486.3,566.8,401.3,600,F,N,B
419.7,366.8,494.3,419.4,340,F,S,Pr
538.3,564,564.5,562.9,640,M,S,Pa
400.6,463.5,444.2,438.5,460,F,S,Pr
405.9,370.6,437.6,382.3,280,F,S,Pr
369.8,568.8,570.6,574.9,520,F,S,Pr
417.4,440.9,511.4,475.1,400,F,S,Pr
518.1,565.1,338.3,593,500,M,S,B
473.8,534.9,564.1,643.7,640,M,S,B
595.1,581.4,591.6,688.5,620,M,S,B
499.3,494.3,564.6,564.1,580,M,S,Pr
568.8,588.8,602.9,689.7,880,F,S,Pr
637.8,671.2,648.9,752.1,800,F,N,Pr
591.5,569.7,592.8,609.7,680,M,S,Pa
529.4,585.3,587.6,715.5,840,M,S,B
361.8,506.3,507.4,504.8,460,F,S,Pr
528.4,568.6,583.2,635.5,760,F,S,Pr
465.3,543.3,559.1,514.3,780,F,S,Pr
622.9,651.5,627.3,679.3,800,M,S,Pa
449.2,539.8,540.5,411.7,260,M,S,Pr
500.2,548.3,516,472.1,800,F,S,B
526.6,565.3,563.5,687.5,660,M,S,Pr
438.5,457.4,503.6,406.9,580,M,S,Pr
388.1,553.9,545,501.3,620,F,N,B
531.1,493.2,570.8,491.2,700,F,S,B
504.7,461.7,510.2,482.6,680,F,S,Pa
532.3,510.3,530.6,625.3,480,M,S,B
563.6,600.7,614.5,620.8,860,F,N,B
519,586.9,563.3,545.6,700,F,N,Pr
461,508.4,499.2,481,520,F,S,Pr
453.6,556.4,516.5,462.3,500,F,S,Pa
446.5,510.3,530.9,396.2,520,M,S,Pr
404.3,408,522.6,556.8,600,M,S,Pr
394.5,519.5,500.8,542.4,880,F,S,Pr
545.1,510.8,556.5,659.1,960,M,S,Pa
371.7,442.8,557.3,566.4,620,M,S,A
522.5,589,582.5,562.9,920,F,S,B
422.7,600.5,517.2,822.4,700,M,S,B
448.9,591.6,468.6,664.7,580,M,N,B
410.5,555.4,561.5,519.4,500,M,N,B
487.8,544.6,564,585.5,820,F,S,B
362.4,482.2,512.6,565.8,720,M,S,B
455.5,477.7,485.9,613.3,700,F,S,Pr
556.5,552,551,537.4,660,M,S,Pr
382.6,503.2,535.7,418.1,380,F,S,Pr
428.5,542.3,508.6,493.2,320,F,S,B
592.3,598.3,564.8,595.6,560,M,S,B
611.5,610.1,578.7,763.4,760,M,N,B
395.3,476.4,519.9,408.9,560,F,S,Pr
503.7,570.8,568.6,453.1,820,F,S,B
516.3,603.5,567.5,473.9,840,F,N,B
564.9,680,621,702.1,860,F,N,Pr
539.6,365.3,496.7,579.2,840,F,N,Pr
477.4,445.1,536.7,373.8,660,F,S,Pr
409.7,462.5,522.4,440.6,660,F,S,Pr
392.1,457.3,516,480,920,F,S,Pa
453,398.6,498.8,428.3,560,F,S,Pr
428.3,447.5,429.9,407.6,460,F,S,Pr
492.4,468.6,560.4,595.9,900,F,S,B
512.2,485.9,478.6,396.3,680,F,S,B
411.3,444.6,432.2,528.6,380,F,S,Pr
531.1,586.8,565.2,757.7,980,M,N,B
566,561.7,564.4,722.9,760,M,N,B
448.7,594.4,571.3,683.9,920,F,N,Pr
498.1,432,361.2,580.7,340,M,S,B
465.5,603.5,617.3,449.9,840,F,S,Pr
588.6,588.8,566.7,790.5,860,M,N,B
357.4,427.3,436.1,410.3,560,F,S,A
460.9,472,487.7,525.4,600,F,S,Pr
444.4,560.4,532.6,548.7,740,F,S,A
419.8,686.3,640.7,671.2,600,M,N,B
417.8,534.9,538.7,475.7,720,F,S,B
511.4,519.5,464.3,457.1,620,M,S,B
455.1,539.8,537.6,448.4,560,M,S,Pr
550.8,540.7,560.9,523,460,F,S,Pa
360.9,405,359.6,364.2,560,F,S,Pr
560.6,646.2,596.3,666.2,800,M,N,B
390.6,456.9,511.1,438.4,640,M,S,B
356.9,418.3,457.2,467,440,F,S,B
475.8,386.4,384.9,391.3,440,F,S,B
379.3,383.2,441.4,511,680,F,S,Pr
358.8,503.3,484.7,366.6,440,F,S,Pa
515.8,592.1,601.8,650.1,640,F,S,Pa
423.8,402.5,419.3,425.3,320,F,S,Pr
404.7,411.5,498.2,404.3,480,M,S,Pr
590.5,641.7,572.9,659.3,640,M,N,B
498.6,460.6,537,547.9,560,M,N,B
516.1,551.3,558.6,701.4,620,M,S,B
499.1,584.1,558.9,546.4,680,M,N,B
490.6,504.9,510.7,469.9,680,F,S,Pr
475.9,568.9,551.5,446.5,700,F,S,A
421.4,455.2,472.1,455.8,640,F,S,Pr
492.1,464.2,541.7,460.4,520,F,S,Pr
402.6,482.5,424.2,414.6,600,F,S,Pr
489.3,505.1,503.9,410,500,F,S,Pa
635.1,655.9,611.9,760.3,860,F,N,B
488.7,469.1,530.2,430.4,580,M,S,Pr
421.8,575,536.6,630.3,680,F,S,Pa
538.9,547.9,555,578.4,620,M,N,Pr
346.3,578.6,590.6,616.7,500,M,S,Pr
459.3,358.2,520.8,400.8,560,F,S,B
527.2,596.9,582.9,489,620,F,N,B
506.3,564.3,515.5,480.8,620,F,S,Pa
509.2,547.9,565.7,624.4,780,M,N,B
387,486.2,511.3,429.9,460,F,S,Pr
377.2,429.5,426.2,403.7,600,M,S,Pr
435.1,399.5,486.9,462.8,440,M,S,Pr
399.8,458.4,496.7,415.1,360,F,N,Pr
466.9,555.6,541.6,603.9,960,M,S,Pr
450.3,445.7,482.7,431.8,280,M,S,B
399.2,478,507.1,576.3,540,F,S,B
393.5,483.1,513.6,598.4,620,M,S,B
457.6,529,464.7,612.2,440,M,S,Pr
359.1,433.3,522.7,462.5,460,F,S,B
349,502.5,522.5,478.7,580,F,S,B
513.9,443.4,476.6,405.1,560,F,S,B
623.2,628.2,581.2,799.7,920,M,S,B
440.3,439.8,411.6,394.6,560,M,S,Pa
468.2,453.4,570.5,395.9,800,M,S,Pa
524.7,608,561.1,662.1,780,F,N,B
555.5,553.3,583.5,654.6,860,F,S,B
480.6,505.6,510.4,365.7,620,F,S,B
571.1,591.2,603.5,662.4,700,M,S,B
506.6,520.2,558.5,573.5,780,M,S,Pa
483.7,377.2,527.7,463.8,540,F,S,B
426,332.5,420.8,488.7,400,F,S,Pr
442.4,482.6,473.7,374.1,440,F,S,B
384.3,450.1,389.2,375.3,400,M,S,Pr
468.8,507.4,499.4,420.2,560,M,S,Pa
484.7,440.4,442.1,643.2,720,M,S,Pa
531.5,592.4,547.6,417.4,600,F,S,Pr
382.2,434.5,492.4,615.8,480,F,S,Pr
541.4,622.9,596.3,636.2,620,M,S,Pr
499.5,541.2,560,449.6,520,M,S,Pr
480.3,508.8,515,366.8,640,F,S,Pr
614.4,668.3,579.3,762.2,720,M,N,Pr
504.3,533.3,538.8,407.4,520,F,S,B
442,557,555.4,521.3,600,F,S,Pr
433.9,478.9,389.2,460.1,240,F,S,B
457.6,356.7,449.6,455.6,520,M,S,Pr
402.7,464,535.3,431.4,560,F,S,Pr
463.2,522.4,430,677.7,720,F,S,Pr
420.8,417.1,505.9,452.9,520,F,S,B
502,508.4,546.2,492.7,340,M,S,Pr
488.1,397.8,488.6,535.1,580,M,S,Pr
550.2,465.2,562.2,480,580,M,S,Pa
381.2,549.4,564.3,491.3,740,M,S,Pr
554.4,517,560.2,424.5,840,M,N,Pr
566.2,473.8,476.7,422.3,460,M,S,B
443.3,492,504.6,448.5,580,M,S,B
368,372.6,521.5,373.7,500,F,S,B
522.7,588.7,626.3,655.5,480,M,S,Pa
485.1,467.3,473.4,624.9,580,M,S,Pa
468.5,415.5,504.1,448.9,640,M,S,Pa
370.5,530.9,483.5,384.4,540,F,S,Pr
476.1,420.9,550.2,492.7,620,F,S,B
435.5,583.2,552.1,477.4,640,M,S,Pa
360.2,421.6,487.8,535.4,640,F,S,Pa
400.3,464.5,485.7,453.1,580,F,S,B
487.1,603.4,583.4,675.6,700,M,N,B
410.4,443.5,475.6,500.7,740,F,N,B
400.7,499.2,537.7,597,600,M,S,Pa
513.3,498.3,531,438.9,700,M,S,Pr
381.7,412.9,439.1,384.8,520,F,S,Pr
536.6,533.7,474.8,611.3,640,M,S,B
482.6,594,582,568.3,840,F,S,Pr
531.8,583.5,548.6,628.8,700,M,S,Pa
382.8,442.9,508.3,381.9,500,F,S,Pr
410.9,410.3,507.1,592.4,700,F,S,B
439.4,401,369.9,568.9,540,F,S,Pr
344.7,447.5,392.7,383.5,480,M,S,B
357.7,392.8,514.4,404.7,600,F,S,Pa
414.7,454.2,518.3,438.7,560,F,S,Pa
484.6,568.9,585.1,584.8,620,M,S,B
577.4,615.5,581,563.1,620,M,N,Pr
360.3,557.6,522.9,375.2,460,F,S,Pr
422,450.9,514.5,401.8,520,F,S,Pr
396.3,508.3,482.2,427.5,660,F,S,B
481.7,477.1,451.1,551.3,620,F,S,Pr
506.5,495.5,527.5,417.8,640,M,S,Pr
404.7,582.1,594.5,761.1,560,M,N,B
469,450.2,411.6,376.8,500,M,S,Pr
558.9,534.8,502,400,720,F,S,Pa
423.8,493.5,511.2,508.4,700,M,S,Pr
482.6,547,502.4,450,760,M,S,Pr
394.1,380,433,591.1,520,F,S,B
514.3,537.3,514.9,478.4,620,F,S,Pa
558.2,535.1,549.3,632.8,740,M,S,Pr
532.9,588,536.9,635.3,600,M,S,B
377.1,398.5,425.3,428.8,440,F,S,B
551.3,619.3,586,640.5,720,F,N,Pr
592.6,432.8,582.7,531.3,940,F,S,Pr
392.6,408.8,505.4,460.3,320,F,S,B
470,558.1,560.4,423.4,400,M,S,Pr
566.6,507.8,585.4,641.8,740,F,N,Pr
394,459.2,506.9,512.4,240,F,S,Pr
595.2,606.2,550.2,602.2,700,M,S,Pr
378.6,490.3,494,628.9,580,M,S,Pr
407.1,485.8,451.3,422.2,540,F,S,Pa
468.4,449.5,471,425.4,520,F,S,Pa
383.7,418.4,399.5,403.1,440,F,S,Pr
518.4,430.4,513.9,510.6,660,M,S,A
470.6,437.5,501.5,473.8,640,F,S,Pr
364.3,515.8,484,544.9,380,M,S,B
512.4,447.3,506.3,570.1,540,M,S,B
600.5,608.2,620.3,670.3,660,M,S,Pr
356.7,577.6,526,451.8,580,F,S,Pr
576.3,606,576.5,460.4,580,M,N,B
580.7,689.3,605.7,753.3,800,F,S,Pr
465.3,501.1,570.9,555.2,760,M,S,B
424,506.2,581.5,362.6,600,F,S,Pr
552.6,616.2,595.2,650.9,760,F,S,A
413.7,430.3,422.8,485.4,540,M,S,Pr
493.1,608.6,541.5,555.1,480,M,S,B
397.7,411.8,408.1,465.6,300,F,S,A
427.3,547.8,569.3,467.2,540,F,S,Pr
487.5,550.8,497,639.5,600,M,S,Pr
576.3,650.6,601.9,668.9,620,F,S,Pa
374.8,467.1,384.1,595.1,320,M,S,B
414.9,393.4,390.6,386.7,640,F,S,Pr
557.2,546,493.7,618.4,740,M,N,B
365.3,445.3,498,455.3,600,F,S,B
396.5,472.3,443.5,491.1,380,F,S,Pr
366,435.6,428.5,606.4,520,M,N,B
509.1,600.5,586.7,527.2,580,F,S,Pa
551,580.7,555.2,656,720,F,N,Pr
549.1,609.3,570,667.9,580,M,S,Pr
502.1,588.1,556.3,426,700,F,N,B
552.9,606.1,550.8,734.7,700,M,S,Pr
431,542.3,487.2,431,360,M,S,Pr
386.6,508.6,533.2,493.7,700,F,S,Pr
395.9,402.9,418.5,390.4,540,M,S,Pr
615.5,611.7,590.6,659.7,580,M,N,Pr
506.2,408.1,478.6,553.7,580,M,S,Pr
414.2,454.5,520.3,486,480,F,S,Pa
604.4,692,630.6,789.1,920,F,N,B
367.6,423.9,491,397.9,740,F,S,Pa
349.8,398.8,492.3,435.8,320,F,S,Pa
443.1,554.6,527.9,444,680,M,S,Pr
587.9,674.5,657.9,729.3,780,M,S,B
343.4,431.1,432.6,522.8,620,F,S,Pr
518.5,551.5,527.4,559.7,580,M,N,B
504.5,489.4,507.4,499.6,300,F,S,Pr
470.9,533.3,483.7,556.2,540,F,S,Pr
395.6,536.1,531.6,379.3,600,M,S,B
494.6,559.9,511.8,383.4,480,M,S,B
479.4,503.4,515.2,481.6,480,F,S,Pr
560,574.4,581.5,641.3,600,M,S,B
350,402.8,467.2,368.9,580,F,S,Pr
604.6,618.6,607.8,656.2,880,F,S,Pa
393.2,458.7,447.6,502.7,400,M,S,B
437.9,396.7,430.9,503.1,600,M,S,Pr
426.5,488,522.4,418.4,280,M,S,Pa
513.4,521.1,538.7,485,660,F,S,Pr
553.5,636.6,595.7,610.5,920,M,S,B
